"bulk_id","slab_millers","slab_shift","slab_comp","top","*C_ml_Eads","*C_ml_dft_Eads","*C_min_ml_Eads","C_min_sp_e","*CO_ml_Eads","*CO_ml_dft_Eads","*CO_min_ml_Eads","CO_min_sp_e","*CHO_ml_Eads","*CHO_ml_dft_Eads","*CHO_min_ml_Eads","CHO_min_sp_e","CO*COH_ml_Eads","CO*COH_ml_dft_Eads","CO*COH_min_ml_Eads","COCOH_min_sp_e","*H_ml_Eads","*H_ml_dft_Eads","*H_min_ml_Eads","H_min_sp_e","OH_min_sp_e","*OH_ml_Eads","*OH_ml_dft_Eads","*OH_min_ml_Eads","n_bulk_elements","slab_identifier","cleavage_energy","facet_fraction_on_wulff_not_normalized"
"dcgat-agm003196609","(2, 1, -2)",0.0195864782748576,"Cd-0.167-In-0.833","False","[1.43524837 1.43805718 1.43836331 1.43878961 1.44321036]","[1.42210223 1.41362387 1.41593048 1.42138906 1.42178831]",1.43524837493896,1.41362387,"[0.25105447]","[0.2705271]",0.251054465770721,0.27052710000001,"[0.28279942 0.28529412 0.28552669 0.28559762 0.28599876]","[0.39072017 0.38474835 0.37620889 0.37290465 0.37257466]",0.282799422740936,0.372574659999998,"[0.33653861 0.3453874  0.34768409 0.35250992 0.35990947]","[0.41443465 0.41860584 0.40492034 0.43929613 0.38300573]",0.33653861284256,0.383005729999994,"[0.56223863 0.56608552 0.57141203 0.57400149 0.57461303]","[0.58121508 0.58674017 0.57768448 0.63861036 0.59164196]",0.56223863363266,0.577684480000002,0.0571035000000108,"[0.06028467 0.06125009 0.06759644 0.06807715 0.06954724]","[0.06362831 0.05774598 0.0571035  0.06870277 0.10863146]",0.060284674167633,2,"24539_2,1,-2_0.02_False",0.256515617282178,0
"dcgat-agm003774523","(2, 1, 2)",0.0483204424985224,"Bi-0.125-Cd-0.125-In-0.75","True","[1.50997257 1.5102756  1.51211572 1.51619601 1.51785684]","[1.40420822 1.4041285  1.41282498 1.40655454 1.41486298]",1.50997257232666,1.4041285,"[-0.14641112 -0.1338594 ]","[0.01588319 0.01604532]",-0.146411120891571,0.0158831899999967,"[0.30732399 0.31111997 0.31489629 0.31760067 0.31791335]","[0.3261437  0.33475355 0.33137232 0.35644945 0.33216671]",0.30732399225235,0.326143700000003,"[0.28657764 0.29296142 0.32004756 0.36902767 0.3734476 ]","[0.3294529  0.33342112 0.37968795 0.42200488 0.44031526]",0.286577641963959,0.329452900000007,"[0.54979235 0.5499993  0.55158669 0.55372602 0.55460554]","[0.58669976 0.58003744 0.59375144 0.5893727  0.59505415]",0.549792349338532,0.580037439999998,0.10096858,"[0.10239416 0.10515147 0.10677361 0.1150974  0.12713766]","[0.10096858 0.10649486 0.10490068 0.12759845 0.12913375]",0.102394163608551,3,"23920_2,1,2_0.048_True",,
"dcgat-agm001226347","(1, 0, 2)",0.0833333333333333,"Bi-0.5-Pb-0.25-Sn-0.25","True","[1.44357157 1.44833064 1.46014857 1.46297002 1.46409202]","[1.4697422  1.45458144 1.49494965 1.48115594 1.5256765 ]",1.4435715675354,1.45458144000003,"[-0.13759947 -0.10123324]","[0.04016726 0.0798713 ]",-0.137599468231201,0.040167260000004,"[0.08018434 0.08125329 0.09631908 0.10107052 0.10373992]","[0.2998925  0.31430673 0.33607164 0.30312825 0.31139226]",0.0801843404769897,0.299892499999999,"[0.3321864  0.3365435  0.36088651 0.37082428 0.37141877]","[0.47180101 0.4913808  0.44861915 0.39768618 0.51430564]",0.33218640089035,0.397686180000022,"[0.39351708 0.39585322 0.39728993 0.51872152 0.52254802]","[0.58200856 0.61261005 0.60902243 0.58405856 0.58040138]",0.393517076969147,0.580401380000012,0.12565527000001,"[0.06754029 0.06961381 0.06992501 0.07168579 0.0718978 ]","[0.12565527 0.1360218  0.12945047 0.12619142 0.12737362]",0.0675402879714965,3,"32900_1,0,2_0.083_True",,
"dcgat-agm003347162","(1, 0, 0)",0.166666666666667,"In-0.182-Pb-0.273-Tl-0.545","True","[1.42719078 1.45346117 1.45597744 1.4637928  1.4855206 ]","[1.15561684 1.67160224 1.6704337  1.65941791 1.66189209]",1.42719078063965,1.15561683999999,"[-0.1783458]","[0.10881949]",-0.178345799446106,0.108819489999973,"[0.18021506 0.18082571 0.18194729 0.18714058 0.18778992]","[0.41466855 0.19267528 0.39495183 0.39971841 0.399542  ]",0.180215060710907,0.192675280000003,"[0.2192238  0.22777963 0.23724818 0.23958558 0.24158561]","[0.50388494 0.47855788 0.46505681 0.50364511 0.51236345]",0.21922379732132,0.465056809999965,"[0.48218709 0.48994225 0.49306256 0.49691945 0.50579315]","[0.70754257 0.70331028 0.71252766 0.70811143 0.58428023]",0.48218709230423,0.58428022999999,0.225545509999961,"[-0.01484787 -0.00684744 -0.00320941  0.01297921  0.01476902]","[0.22554551 0.22942241 0.2270119  0.23600341 0.22781661]",-0.0148478746414184,3,"32737_1,0,0_0.167_True",,
"dcgat-agm003501767","(1, 1, 1)",0.429840541278114,"Bi-0.222-In-0.667-Pb-0.111","False","[1.46218038 1.47228074 1.47377634 1.4742856  1.47537756]","[1.487849   1.48958986 1.48665368 1.48567073 1.48386241]",1.46218037605286,1.48386240999999,"[-0.13110852]","[0.01336136]",-0.131108522415161,0.0133613599999904,"[0.23911464 0.24007195 0.24117851 0.24382591 0.24424797]","[0.25305608 0.2549542  0.25055868 0.25188781 0.25588386]",0.23911464214325,0.250558679999983,"[0.33142918 0.35727626 0.35826212 0.36090153 0.37553889]","[0.34232854 0.37604104 0.36484519 0.37808535 0.39276736]",0.331429183483124,0.342328539999997,"[0.59784001 0.60128599 0.60283071 0.6068663  0.60721749]","[0.58489847 0.69628798 0.59222076 0.58777714 0.7055237 ]",0.597840011119843,0.584898469999999,0.109219989999986,"[0.09457105 0.09570384 0.10337323 0.10413349 0.10455668]","[0.12903335 0.12699995 0.22187123 0.10921999 0.22078432]",0.094571053981781,3,"23173_1,1,1_0.43_False",,
"dcgat-agm003290355","(1, 1, 2)",0.0636442437101718,"Pb-0.625-Sn-0.375","True","[1.36898756 1.37121081 1.37470508 1.37711334 1.37711644]","[1.57090512 1.57283871 1.57230701 1.56976647 1.57272811]",1.36898756027222,1.56976646999999,"[0.29676253]","[0.33322945]",0.296762526035309,0.333229450000005,"[-0.99472475  0.24911743  0.24997085  0.25604135  0.25802428]","[1.53916258 0.32155302 0.33703986 0.31558945 0.30948187]",-0.994724750518799,0.309481870000013,"[0.36659962 0.37370318 0.37380677 0.37825948 0.37841719]","[0.45051955 0.45031745 0.45456329 0.46595562 0.42565052]",0.36659961938858,0.425650520000005,"[0.58618814 0.58619779 0.58662862 0.58812433 0.58849531]","[0.59247359 0.58967184 0.58635785 0.59762798 0.58902436]",0.586188137531281,0.586357850000013,0.140488989999994,"[0.16891795 0.17935342 0.17991006 0.18039215 0.18501365]","[0.14048899 0.14526677 0.14283736 0.15314383 0.15209917]",0.168917953968048,2,"18807_1,1,2_0.064_True",,
"dcgat-agm003765236","(2, 1, 2)",0.0489365272266029,"Bi-0.125-Cd-0.125-Pb-0.75","False","[1.58397985 1.58695602 1.59091282 1.5911994  1.59213281]","[1.78449004 1.78490871 1.77717492 1.78236526 1.79707271]",1.583979845047,1.77717491999999,"[-0.14716452]","[0.02233033]",-0.147164523601532,0.0223303299999884,"[-0.54512352 -0.08232284  0.2589137   0.26085955  0.26220089]","[4.36946635 1.48337515 0.43734777 0.41381633 0.40447382]",-0.545123517513275,0.404473819999993,"[0.4088468  0.42730445 0.42820138 0.43277973 0.4384709 ]","[0.40518727 0.48132719 0.52061974 0.52272821 0.45265414]",0.408846795558929,0.405187269999999,"[0.5556156  0.56198519 0.56202608 0.56211954 0.56447452]","[0.59243011 0.60180044 0.59987755 0.59193047 0.58728692]",0.555615603923798,0.587286919999997,0.259498789999995,"[0.20625967 0.21038347 0.21796471 0.22188061 0.22188175]","[0.26080121 0.25949879 0.26467034 0.27953914 0.27901703]",0.206259667873383,3,"26153_2,1,2_0.049_False",,
"dcgat-agm003327789","(1, 1, 1)",0.25,"Cd-0.375-Ga-0.25-In-0.375","True","[1.08633399 1.08713293 1.08779359 1.08815122 1.08842516]","[1.08892131 1.09150837 1.08990371 1.0883006  1.09182087]",1.08633399009705,1.0883006,"[0.25277942 0.2717101 ]","[0.21429064 0.24457545]",0.252779424190521,0.214290639999987,"[0.14979541 0.15342498 0.15556157 0.15645778 0.15765166]","[0.24642461 0.27345314 0.26705943 0.27091033 0.27021384]",0.149795413017273,0.246424609999991,"[0.26666957 0.27124268 0.27620775 0.28053588 0.31563777]","[0.31017345 0.30817524 0.35860316 0.35250791 0.33105672]",0.266669571399689,0.308175239999997,"[0.50238222 0.52491432 0.54349583 0.54541415 0.54548639]","[0.63765316 0.62923296 0.60473028 0.59026569 0.59149112]",0.502382218837738,0.590265689999995,0.144645959999991,"[0.08336973 0.09281677 0.09417593 0.09519362 0.11522782]","[0.17602338 0.18314712 0.14464596 0.15787306 0.15213477]",0.0833697319030761,3,"34141_1,1,1_0.25_True",0.234117643637006,0.297023529449402
"dcgat-agm003268352","(1, 0, 0)",0.0836162175811037,"Hg-0.111-Pb-0.889","False","[1.83735728 1.84393835 1.84680343 1.84738326 1.85263491]","[1.75337508 1.76056428 1.76905928 1.77192542 1.7517017 ]",1.83735728263855,1.7517017,"[-0.1057086]","[0.02626663]",-0.105708599090576,0.0262666299999949,"[0.33333713 0.33789128 0.34113902 0.34269553 0.34514862]","[0.38458985 0.39013448 0.36080692 0.38776237 0.38827881]",0.333337128162384,0.360806920000002,"[0.34139639 0.34629315 0.34687847 0.35367984 0.35714287]","[0.38434053 0.38200392 0.44504806 0.38425589 0.38661612]",0.341396391391754,0.382003920000017,"[0.66013914 0.66262895 0.66356379 0.66870648 0.67385548]","[0.59618449 0.60173495 0.59961129 0.6037127  0.73432388]",0.66013914346695,0.596184490000013,0.216172049999997,"[0.23428369 0.2392056  0.23936129 0.24239236 0.24531251]","[0.21617205 0.21715066 0.21805153 0.21630577 0.31873794]",0.234283685684204,2,"18753_1,0,0_0.084_False",,
"dcgat-agm003300567","(1, 0, 0)",0.0818595528845662,"In-0.889-Tl-0.111","False","[1.32769346 1.32790494 1.33054543 1.33318067 1.3413415 ]","[1.24526669 1.23875134 1.24256022 1.24200723 1.24316638]",1.32769346237183,1.23875134000001,"[-0.12457544]","[-0.00744856]",-0.124575436115265,-0.0074485600000002,"[0.28792292 0.29064876 0.29146677 0.29316968 0.29483861]","[0.31209642 0.37909635 0.30651751 0.32324554 0.3348736 ]",0.287922918796539,0.306517510000006,"[0.21263033 0.26535076 0.30781919 0.32040471 0.33568436]","[0.16490222 0.22393221 0.32753186 0.31679631 0.31225736]",0.212630331516266,0.164902220000016,"[0.58487517 0.58520252 0.5856443  0.58665949 0.58910149]","[0.598897   0.60075607 0.59819651 0.60737472 0.60256003]",0.584875166416168,0.598196510000008,-0.17864745,"[-0.06693268 -0.06009811 -0.03427434 -0.0257073  -0.02044344]","[-0.14156038 -0.15091711 -0.09007291 -0.0318526  -0.17864745]",-0.0669326782226562,2,"22398_1,0,0_0.082_False",,
"dcgat-agm003424190","(1, 2, 0)",0.121941444308732,"In-0.333-Pb-0.5-Sn-0.167","True","[1.33218312 1.33424592 1.34289718 1.34462237 1.37894535]","[1.50978372 1.49822525 1.51583127 1.51599327 1.51328076]",1.33218312263489,1.49822524999999,"[-0.14501733]","[0.04395219]",-0.145017325878143,0.0439521899999988,"[-2.01370406 -1.90635967 -1.43703592 -1.26932263 -0.89264846]","[1.58994051 1.59106869 1.56165432 1.54349532 1.64902495]",-2.01370406150818,1.54349532000001,"[0.32047576 0.33240122 0.40051776 0.40103263 0.40698987]","[0.35634776 0.38976662 0.42421589 0.46703563 0.5406018 ]",0.32047575712204,0.356347759999977,"[0.62560302 0.6261608  0.62642652 0.62644941 0.62799937]","[0.80321702 0.60362007 0.79334411 0.60117384 0.80028953]",0.625603020191193,0.601173840000001,0.120661530000007,"[0.09963322 0.10338193 0.11087894 0.11182773 0.11380041]","[0.17348886 0.16617535 0.13989661 0.12066153 0.12131288]",0.0996332168579101,3,"30129_1,2,0_0.122_True",,
"dcgat-agm003292478","(1, 1, 2)",0.0819617541093373,"Pb-0.556-Sn-0.444","True","[1.15315604 1.15999055 1.17302942 1.17341948 1.17595172]","[1.22769724 1.27270337 1.20802673 1.2102286  1.20437731]",1.153156042099,1.20437731000001,"[-0.07537127]","[0.10711246]",-0.0753712654113769,0.107112459999996,"[0.14919722 0.16096973 0.1616841  0.16266567 0.16273206]","[0.247381   0.25652676 0.26018157 0.25606398 0.25851366]",0.149197220802307,0.247381000000019,"[0.26973695 0.27963823 0.28226799 0.28486699 0.29105502]","[0.37691489 0.37023388 0.36426478 0.36190952 0.35452789]",0.26973694562912,0.354527889999986,"[0.49145347 0.49454528 0.49613839 0.49835604 0.49847645]","[0.60888273 0.60872026 0.60787728 0.60248087 0.61094366]",0.491453468799591,0.602480870000008,0.144144159999996,"[0.14093852 0.17704266 0.1790778  0.18295097 0.18542057]","[0.14814823 0.14414416 0.15281055 0.14622315 0.14849343]",0.140938520431519,2,"17345_1,1,2_0.082_True",,
"dcgat-agm003734785","(1, 0, 0)",0.127042640127527,"Au-0.667-Cd-0.167-Ga-0.167","False","[1.14465356 1.32568026 1.38832855 1.41841245 1.43232036]","[1.73915627 1.49258591 1.8393722  1.66252055 1.51576774]",1.14465355873108,1.49258591000003,"[-0.77321184 -0.73158026 -0.7255739  -0.72396827 -0.71924388]","[0.03585301 0.00409039 0.00769393 0.00843588 0.01453823]",-0.77321183681488,0.0040903900000159,"[-0.5458827  -0.49838459 -0.4810085  -0.4754287  -0.44111535]","[0.52091052 0.34537255 0.34874122 0.37511603 0.3538792 ]",-0.545882701873779,0.345372549999979,"[-0.30698922 -0.29017526 -0.26722544 -0.22903466 -0.22517908]","[0.75579694 0.62356787 0.62487851 0.34825653 0.56671474]",-0.306989222764969,0.348256530000015,"[-0.17664635 -0.17609388 -0.00708097  0.01162094  0.04190642]","[0.61123834 0.60320731 0.69105218 0.71360724 0.60559414]",-0.17664635181427,0.603207310000016,0.274478630000004,"[-0.44403821 -0.44083574 -0.43008995 -0.41042539 -0.40720871]","[0.27871795 0.28131554 0.27447863 0.27730341 0.2750797 ]",-0.444038212299347,3,"28829_1,0,0_0.127_False",0.506593400346848,0.331068948115411
"dcgat-agm003307023","(1, 2, -2)",0.0277756205384111,"In-0.429-Pb-0.286-Sn-0.286","False","[1.1540134  1.1599257  1.16170359 1.16197371 1.16789722]","[1.33819992 1.35326941 1.34672548 1.34244077 1.34182227]",1.15401339530945,1.33819991999997,"[-0.16552705]","[0.07452156]",-0.165527045726776,0.0745215599999937,"[-1.23691773  0.2513054   0.25295109  0.25540584  0.25598389]","[1.68224661 0.42345413 0.39475811 0.41174327 0.40197017]",-1.23691773414612,0.394758109999998,"[0.33066851 0.3471294  0.35627645 0.35731667 0.36033005]","[0.54270812 0.45319394 0.56838592 0.5496944  0.52858545]",0.3306685090065,0.453193939999977,"[0.52686185 0.52959579 0.53153425 0.53531069 0.5366804 ]","[0.7960591  0.60361426 0.81560068 0.81097831 0.6692615 ]",0.526861846446991,0.603614260000001,0.216060309999989,"[0.10710388 0.11203742 0.11403435 0.11717618 0.12001145]","[0.25970903 0.24737521 0.21606031 0.25998139 0.31796391]",0.107103884220123,3,"25189_1,2,-2_0.028_False",,
"dcgat-agm003204508","(2, 2, 1)",0.0574867123758514,"Ag-0.167-In-0.833","False","[1.38497329 1.39940667 1.40078783 1.40164351 1.40177608]","[1.36127828 1.36726312 1.35633833 1.355703   1.37304113]",1.3849732875824,1.35570300000001,"[0.09557819 0.09591532 0.09660947 0.09713179 0.09930038]","[0.22566997 0.25202016 0.2243193  0.2301312  0.22634145]",0.0955781936645507,0.224319300000019,"[0.29733974 0.30601186 0.30857903 0.31552917 0.31709129]","[0.43858727 0.43958717 0.43878785 0.42033714 0.42237368]",0.297339737415314,0.420337140000015,"[0.32838041 0.33860368 0.33898598 0.34032172 0.34809154]","[0.4720472  0.46250947 0.45974354 0.48188051 0.49125115]",0.328380405902863,0.459743540000005,"[0.41581327 0.4204343  0.42074913 0.42178184 0.42229837]","[0.61470643 0.606678   0.61097058 0.60773188 0.60438771]",0.415813267230988,0.604387709999998,0.14808524,"[0.01016867 0.014992   0.01514667 0.02350712 0.02456558]","[0.14808524 0.15331812 0.15625862 0.15760726 0.14931874]",0.0101686716079711,2,"20943_2,2,1_0.057_False",0.311576269585421,0.340647866158775
"dcgat-agm001194182","(1, 1, 1)",0.0830779640932093,"Bi-0.167-Pb-0.833","False","[1.76257658 1.76312137 1.76393366 1.76495099 1.76613784]","[1.83565029 1.83557742 1.83559503 1.8347468  1.84060219]",1.76257658004761,1.83474680000003,"[-0.14043766]","[0.03423162]",-0.140437662601471,0.0342316200000141,"[-1.93547821 -1.79874134 -1.78633404 -1.72239196 -1.64216018]","[1.5999698  1.46424863 1.51987826 1.5142096  1.48003801]",-1.93547821044922,1.46424862999999,"[0.46162897 0.47266728 0.47958285 0.48876208 0.49583393]","[0.49443933 0.53183323 0.56585623 0.58067733 0.56323316]",0.461628973484039,0.494439330000034,"[0.62817293 0.63804632 0.63948828 0.6410585  0.64122564]","[0.61395999 0.6079861  0.60489755 0.61416537 0.63029514]",0.628172934055328,0.604897550000004,0.23049383,"[0.26704663 0.27181631 0.27374452 0.2737816  0.27528757]","[0.23877996 0.26581776 0.26871531 0.23146547 0.23049383]",0.267046630382538,2,"26345_1,1,1_0.083_False",,
"dcgat-agm001209908","(1, 1, 2)",0.0624999999999999,"In-0.25-Pb-0.5-Sn-0.25","False","[1.45801306 1.46406603 1.46424532 1.46478963 1.46481967]","[1.59901447 1.59799987 1.5960056  1.59253344 1.59792917]",1.45801305770874,1.59253344,"[-0.1539008]","[0.00048487]",-0.153900802135468,0.0004848699999939,"[0.19454491 0.20091665 0.20097679 0.20343709 0.20717436]","[0.32628509 0.3190494  0.31334108 0.33160601 0.31976639]",0.194544911384583,0.313341080000001,"[0.29211825 0.29869157 0.30494958 0.31135386 0.31531912]","[0.36936944 0.38534271 0.39506084 0.39392009 0.38944234]",0.2921182513237,0.36936944,"[0.51036686 0.51037687 0.51327354 0.51344091 0.51492506]","[0.61680052 0.6168036  0.61019782 0.6101727  0.60515138]",0.510366857051849,0.605151379999995,0.23327291999999,"[0.16619039 0.16851062 0.17150915 0.1730904  0.17355072]","[0.2526765  0.23327292 0.25753844 0.25434963 0.26306646]",0.166190385818481,3,"18760_1,1,2_0.062_False",,
"dcgat-agm002155079","(1, 1, 0)",0.125,"In-0.25-Sn-0.75","False","[1.1598351  1.17361116 1.17844462 1.19359517 1.202317  ]","[1.78759324 1.76672047 1.75137826 1.74415867 1.75411125]",1.15983510017395,1.74415866999999,"[-0.1520592]","[0.01690024]",-0.152059197425842,0.016900239999984,"[0.44244951 0.44815809 0.45253509 0.453996   0.45801097]","[0.49179981 0.50643554 0.46589534 0.48705435 0.47540045]",0.442449510097504,0.465895339999989,"[0.39830345 0.409311   0.41256994 0.42689079 0.42843443]","[0.42873892 0.43683961 0.52049479 0.4282396  0.48189037]",0.3983034491539,0.428239599999998,"[0.60706073 0.60818273 0.60903436 0.61065727 0.61279124]","[0.61001105 0.60537116 0.61667364 0.61755271 0.60747353]",0.607060730457306,0.605371160000004,0.0720322999999893,"[0.06810194 0.07432157 0.07498258 0.07909691 0.08272076]","[0.0720323  0.07510147 0.08525867 0.09516419 0.0847956 ]",0.068101942539215,2,"30945_1,1,0_0.125_False",0.237063937984608,0
"dcgat-agm003299719","(2, 1, 0)",0.0416666666666666,"Te-0.125-Tl-0.875","True","[2.1187439  2.11935687 2.12053967 2.12139893 2.12252355]","[2.08152467 2.07751073 2.07831558 2.07547104 2.07276881]",2.11874389648438,2.07276881,"[-0.16721499 -0.15512979]","[0.00922869 0.01109822]",-0.16721498966217,0.0092286899999862,"[0.33459157 0.3404451  0.34152871 0.34179372 0.34290832]","[0.52174692 0.52235866 0.52020073 0.51556537 0.51561963]",0.334591567516327,0.51556536999999,"[0.24521559 0.27725047 0.30175036 0.30634135 0.30821174]","[0.33671342 0.42006441 0.26951354 0.42082887 0.43839407]",0.245215594768524,0.269513539999991,"[0.6422295  0.6430524  0.64465207 0.64753908 0.64821285]","[0.61303183 0.6104636  0.61018964 0.61550647 0.60614016]",0.642229497432709,0.606140159999995,0.0336696199999977,"[0.02520031 0.02572495 0.04220515 0.04683691 0.04792178]","[0.03366962 0.05978321 0.09277605 0.06386291 0.10091935]",0.0252003073692321,2,"18740_2,1,0_0.042_True",,
"dcgat-agm003261644","(1, 0, 0)",0.125,"In-0.125-Tl-0.875","False","[1.68499684 1.68671155 1.68688107 1.6883924  1.68870068]","[1.66514075 1.67759846 1.6679204  1.67405895 1.66377764]",1.68499684333801,1.66377763999999,"[-0.14175332 -0.13935465 -0.13811964 -0.1345799  -0.10079396]","[-0.00937593 -0.00797498 -0.01602934 -0.00605969  0.04469578]",-0.141753315925598,-0.0160293400000171,"[0.29010504 0.29765183 0.29917699 0.30076355 0.30110639]","[0.26942609 0.27455576 0.27518098 0.2809989  0.26881339]",0.290105044841766,0.268813389999991,"[0.31974882 0.32469612 0.32739562 0.32857007 0.33014935]","[0.26817532 0.26145265 0.26900884 0.27858341 0.33709965]",0.319748818874359,0.261452649999995,"[0.59023458 0.59303206 0.59306461 0.59490782 0.60477453]","[0.62135832 0.60735887 0.60826409 0.60710545 0.61078498]",0.590234577655792,0.607105449999992,-0.0637488100000069,"[-0.00386226  0.01783639  0.04998654  0.05754608  0.06264144]","[-0.06052065 -0.06374881  0.00010621 -0.00302134  0.00037032]",-0.0038622617721557,2,"29289_1,0,0_0.125_False",,
"dcgat-agm003648199","(2, 1, 1)",0.166666666666667,"Hg-0.1-Pb-0.5-Tl-0.4","True","[1.59918022 1.59992266 1.60586977 1.60711861 1.60907793]","[1.791687   1.78950049 1.79505419 1.79405707 1.77133485]",1.59918022155762,1.77133485000002,"[-0.13191724]","[0.02391008]",-0.131917238235474,0.0239100800000073,"[0.30357999 0.30863219 0.3143757  0.32199532 0.32459301]","[0.44735947 0.44504715 0.47494041 0.4846899  0.46946883]",0.303579986095428,0.445047149999965,"[0.30077344 0.31381994 0.31734711 0.37085396 0.37315208]","[0.38578872 0.39200225 0.39705686 0.44427628 0.53376154]",0.300773441791534,0.385788719999994,"[0.55297273 0.55669266 0.56021672 0.5602774  0.56215018]","[0.7308097  0.6321778  0.60724957 0.61070614 0.62674953]",0.552972733974457,0.607249569999993,0.218394169999982,"[0.17314011 0.18244785 0.18300837 0.18782234 0.18886912]","[0.21839417 0.26880278 0.22233816 0.22062776 0.25898727]",0.173140108585358,3,"20741_2,1,1_0.167_True",,
"dcgat-agm003300289","(1, 0, 0)",0.249264793704612,"Bi-0.111-In-0.889","True","[1.45022202 1.45726657 1.45989156 1.46173072 1.46302986]","[1.47979666 1.50049324 1.49725404 1.48905627 1.48759461]",1.45022201538086,1.47979665999999,"[-0.13661641 -0.05969906]","[0.00769102 0.01401418]",-0.136616408824921,0.0076910199999815,"[0.2397126  0.24042165 0.24496514 0.24526876 0.24599618]","[0.28947272 0.30223362 0.31970618 0.32288799 0.28457975]",0.239712595939636,0.284579749999978,"[0.33179492 0.33223063 0.33235103 0.33267266 0.33364528]","[0.44137948 0.41888895 0.34452935 0.42642483 0.40872624]",0.331794917583466,0.344529349999988,"[0.60174257 0.60176939 0.60410899 0.6041823  0.60475761]","[0.61632907 0.61474534 0.62235003 0.61651124 0.60918227]",0.601742565631867,0.609182269999991,0.0658062500000085,"[0.0375222  0.03800881 0.03868747 0.03891087 0.0397712 ]","[0.07194303 0.07355672 0.07869283 0.07872709 0.06580625]",0.0375221967697143,2,"18900_1,0,0_0.249_True",,
"dcgat-agm003294499","(1, 0, 2)",0.0847964391944988,"In-0.667-Sn-0.333","False","[1.08507895 1.08728004 1.08854961 1.09104466 1.09406567]","[1.19746144 1.20379913 1.19504099 1.22662333 1.19596734]",1.08507895469666,1.19504099,"[-0.1322298]","[0.00824046]",-0.132229804992676,0.0082404599999961,"[0.21776468 0.22612369 0.22748816 0.22877836 0.22883976]","[0.31640904 0.31074388 0.31064123 0.30702558 0.31134709]",0.217764675617218,0.307025579999987,"[0.36369759 0.36417288 0.36511379 0.36622244 0.36748403]","[0.5175842  0.51454803 0.52003664 0.51225459 0.51256832]",0.363697588443756,0.512254589999998,"[0.49306136 0.49493474 0.49816138 0.50228828 0.5026421 ]","[0.6206421  0.61331249 0.61050978 0.61018836 0.60969236]",0.493061363697052,0.609692359999997,0.131445360000001,"[0.09240788 0.09269375 0.09383094 0.09717524 0.09776682]","[0.13144536 0.1342261  0.13590637 0.1328642  0.13253754]",0.0924078822135925,2,"29342_1,0,2_0.085_False",0.25184944259584,0.12720113491633
"dcgat-agm003261249","(1, 0, 0)",0.125613782609179,"Cd-0.625-In-0.375","False","[1.70230126 1.70808887 1.71250105 1.7136519  1.71474457]","[1.7050242  1.71045655 1.70544159 1.69983771 1.70922544]",1.7023012638092,1.69983771,"[-0.09588897  0.11955839  0.12357688  0.12447423  0.12725723]","[0.05036553 0.16957261 0.1772593  0.16853791 0.16508042]",-0.0958889722824096,0.0503655300000005,"[0.30202502 0.30392748 0.30567461 0.30625492 0.30669707]","[0.38919237 0.36598939 0.35659465 0.34537838 0.35979798]",0.302025020122528,0.34537838,"[0.32928711 0.33773619 0.33786696 0.33914179 0.34044546]","[0.43999874 0.45576677 0.44547662 0.45034205 0.43425417]",0.329287111759186,0.434254170000003,"[0.56550676 0.56576341 0.56664878 0.56669706 0.56938249]","[0.61007282 0.6132823  0.6109411  0.61640381 0.61659869]",0.565506756305695,0.610072820000006,0.302214260000007,"[0.22448033 0.22808141 0.22849727 0.22871125 0.22879338]","[0.31167949 0.31176998 0.30221426 0.32264139 0.30747555]",0.224480330944061,2,"26859_1,0,0_0.126_False",0.296878173647069,0.0045692357100622
"dcgat-agm003518752","(2, 1, -1)",0.0909769685159162,"Au-0.182-Cd-0.727-Pd-0.091","True","[1.63818836 1.8229537  1.94043422 1.95541286 1.95976257]","[2.3015949  2.57393987 2.63364616 2.58505863 2.64244065]",1.63818836212158,2.3015949,"[-0.83890074 -0.82714081 -0.69799978 -0.67276257 -0.58013409]","[-0.06517154 -0.09411104 -0.09324945 -0.10605144  0.07338067]",-0.838900744915009,-0.106051440000002,"[-0.57438648 -0.16791356 -0.1024453  -0.01863122  0.04393846]","[0.22409466 0.42551621 0.63119426 0.62411513 0.58248532]",-0.574386477470398,0.224094659999992,"[-0.05148369  0.0579415 ]","[0.64903027 0.75117354]",-0.0514836907386779,0.649030269999997,"[-0.12921923 -0.10578394 -0.09833276  0.00575531  0.02802742]","[0.61030448 0.61563261 0.63870807 0.7209031  0.72539077]",-0.129219233989716,0.610304479999996,0.906084519999993,"[0.04852104 0.21437657 0.23693562 0.25354367 0.27762038]","[0.9141256  0.9338413  0.90608452 0.96043811 0.93643939]",0.0485210418701171,3,"30509_2,1,-1_0.091_True",0.463689219201799,0.804550694038367
